Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,3,4,1734.0,1655,1857.0,1820,WN,3844,N446WN,83.0,85.0,66.0,37.0,39.0,LAS,SJC,386,5.0,12.0,0,N,0,9.0,0.0,0.0,0.0,28.0
2008,1,3,4,1139.0,1100,1408.0,1320,WN,161,N455WN,89.0,80.0,54.0,48.0,39.0,LAS,SLC,368,6.0,29.0,0,N,0,39.0,0.0,9.0,0.0,0.0
2008,1,3,4,2104.0,1905,2314.0,2120,WN,415,N395SW,70.0,75.0,58.0,114.0,119.0,LAS,SLC,368,2.0,10.0,0,N,0,25.0,0.0,0.0,0.0,89.0
2008,1,3,4,919.0,830,1132.0,1050,WN,643,N756SA,73.0,80.0,55.0,42.0,49.0,LAS,SLC,368,4.0,14.0,0,N,0,3.0,0.0,0.0,0.0,39.0
2008,1,3,4,2113.0,2050,2328.0,2305,WN,1166,N351SW,75.0,75.0,58.0,23.0,23.0,LAS,SLC,368,3.0,14.0,0,N,0,4.0,0.0,0.0,0.0,19.0
2008,1,3,4,1712.0,1555,1935.0,1820,WN,1585,N766SW,83.0,85.0,62.0,75.0,77.0,LAS,SLC,368,4.0,17.0,0,N,0,0.0,0.0,6.0,0.0,69.0
2008,1,3,4,2242.0,2140,54.0,2355,WN,2533,N385SW,72.0,75.0,55.0,59.0,62.0,LAS,SLC,368,4.0,13.0,0,N,0,0.0,0.0,10.0,0.0,49.0
2008,1,3,4,1949.0,1910,2110.0,2035,WN,94,N715SW,81.0,85.0,66.0,35.0,39.0,LAS,SMF,397,5.0,10.0,0,N,0,25.0,0.0,0.0,0.0,10.0
2008,1,3,4,1409.0,1350,1539.0,1520,WN,584,N324SW,90.0,90.0,74.0,19.0,19.0,LAS,SMF,397,6.0,10.0,0,N,0,19.0,0.0,0.0,0.0,0.0
2008,1,3,4,1821.0,1730,1946.0,1855,WN,641,N626SW,85.0,85.0,67.0,51.0,51.0,LAS,SMF,397,6.0,12.0,0,N,0,9.0,0.0,0.0,0.0,42.0
2008,1,3,4,1917.0,1820,2014.0,1925,WN,433,N264LV,57.0,65.0,40.0,49.0,57.0,LAS,SNA,226,7.0,10.0,0,N,0,16.0,0.0,0.0,0.0,33.0
2008,1,3,4,1125.0,1010,1224.0,1110,WN,1016,N765SW,59.0,60.0,45.0,74.0,75.0,LAS,SNA,226,5.0,9.0,0,N,0,9.0,0.0,0.0,0.0,65.0
2008,1,3,4,1143.0,1050,1641.0,1600,WN,773,N472WN,178.0,190.0,151.0,41.0,53.0,LAS,STL,1372,3.0,24.0,0,N,0,2.0,0.0,0.0,0.0,39.0
2008,1,3,4,1940.0,1855,29.0,2355,WN,1583,N600WN,169.0,180.0,157.0,34.0,45.0,LAS,STL,1372,3.0,9.0,0,N,0,22.0,0.0,0.0,0.0,12.0
2008,1,3,4,1820.0,1725,112.0,35,WN,3403,N737JW,232.0,250.0,217.0,37.0,55.0,LAS,TPA,1984,5.0,10.0,0,N,0,29.0,0.0,0.0,0.0,8.0
2008,1,3,4,1143.0,1035,1621.0,1505,WN,574,N314SW,158.0,150.0,126.0,76.0,68.0,LAS,TUL,1076,3.0,29.0,0,N,0,0.0,0.0,14.0,0.0,62.0
2008,1,3,4,2211.0,2115,17.0,2330,WN,486,N264LV,66.0,75.0,53.0,47.0,56.0,LAS,TUS,365,4.0,9.0,0,N,0,5.0,0.0,0.0,0.0,42.0
2008,1,3,4,1821.0,1725,2032.0,1940,WN,637,N342SW,71.0,75.0,56.0,52.0,56.0,LAS,TUS,365,4.0,11.0,0,N,0,24.0,0.0,0.0,0.0,28.0
2008,1,3,4,1341.0,1320,1556.0,1535,WN,1918,N267WN,75.0,75.0,55.0,21.0,21.0,LAS,TUS,365,3.0,17.0,0,N,0,8.0,0.0,0.0,0.0,13.0
2008,1,3,4,2108.0,2030,2313.0,2240,WN,3142,N446WN,65.0,70.0,53.0,33.0,38.0,LAS,TUS,365,4.0,8.0,0,N,0,8.0,0.0,0.0,0.0,25.0
2008,1,3,4,1118.0,1050,1333.0,1305,WN,3572,N489WN,75.0,75.0,54.0,28.0,28.0,LAS,TUS,365,3.0,18.0,0,N,0,0.0,0.0,0.0,0.0,28.0
2008,1,3,4,1735.0,1710,2010.0,1955,WN,230,N364SW,95.0,105.0,81.0,15.0,25.0,LAX,ABQ,677,4.0,10.0,0,N,0,0.0,0.0,4.0,0.0,11.0
2008,1,3,4,2105.0,2025,2342.0,2310,WN,361,N690SW,97.0,105.0,82.0,32.0,40.0,LAX,ABQ,677,6.0,9.0,0,N,0,0.0,0.0,11.0,0.0,21.0
2008,1,3,4,1632.0,1540,2207.0,2125,WN,1107,N708SA,215.0,225.0,203.0,42.0,52.0,LAX,BNA,1797,4.0,8.0,0,N,0,0.0,0.0,18.0,0.0,24.0
2008,1,3,4,1327.0,1255,1902.0,1840,WN,1324,N249WN,215.0,225.0,200.0,22.0,32.0,LAX,BNA,1797,4.0,11.0,0,N,0,10.0,0.0,0.0,0.0,12.0
2008,1,3,4,1925.0,1735,2201.0,2025,WN,1671,N684WN,96.0,110.0,85.0,96.0,110.0,LAX,ELP,714,3.0,8.0,0,N,0,5.0,0.0,0.0,0.0,91.0
2008,1,3,4,1005.0,945,1250.0,1235,WN,2635,N335SW,105.0,110.0,88.0,15.0,20.0,LAX,ELP,714,3.0,14.0,0,N,0,7.0,0.0,0.0,0.0,8.0
2008,1,3,4,1742.0,1625,2231.0,2125,WN,528,N496WN,169.0,180.0,157.0,66.0,77.0,LAX,HOU,1390,4.0,8.0,0,N,0,11.0,0.0,0.0,0.0,55.0
2008,1,3,4,2020.0,1935,109.0,35,WN,3394,N667SW,169.0,180.0,159.0,34.0,45.0,LAX,HOU,1390,3.0,7.0,0,N,0,6.0,0.0,0.0,0.0,28.0
2008,1,3,4,1501.0,1425,1554.0,1530,WN,416,N401WN,53.0,65.0,41.0,24.0,36.0,LAX,LAS,236,4.0,8.0,0,N,0,18.0,0.0,0.0,0.0,6.0
2008,1,3,4,1205.0,1135,1313.0,1240,WN,479,N622SW,68.0,65.0,47.0,33.0,30.0,LAX,LAS,236,3.0,18.0,0,N,0,16.0,0.0,3.0,0.0,14.0
2008,1,3,4,922.0,855,1102.0,1000,WN,574,N314SW,100.0,65.0,44.0,62.0,27.0,LAX,LAS,236,4.0,52.0,0,N,0,13.0,0.0,35.0,0.0,14.0
2008,1,3,4,1835.0,1740,1931.0,1840,WN,1004,N676SW,56.0,60.0,42.0,51.0,55.0,LAX,LAS,236,6.0,8.0,0,N,0,0.0,0.0,4.0,0.0,47.0
2008,1,3,4,1027.0,1015,1151.0,1120,WN,1079,N351SW,84.0,65.0,43.0,31.0,12.0,LAX,LAS,236,22.0,19.0,0,N,0,11.0,0.0,19.0,0.0,1.0
2008,1,3,4,1910.0,1845,2026.0,1950,WN,2021,N499WN,76.0,65.0,42.0,36.0,25.0,LAX,LAS,236,25.0,9.0,0,N,0,7.0,0.0,11.0,0.0,18.0
2008,1,3,4,2237.0,2140,2335.0,2245,WN,2454,N352SW,58.0,65.0,47.0,50.0,57.0,LAX,LAS,236,3.0,8.0,0,N,0,3.0,0.0,0.0,0.0,47.0
2008,1,3,4,2025.0,1955,2120.0,2055,WN,2809,N335SW,55.0,60.0,43.0,25.0,30.0,LAX,LAS,236,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,25.0
2008,1,3,4,1423.0,1335,1519.0,1440,WN,3144,N272WN,56.0,65.0,42.0,39.0,48.0,LAX,LAS,236,5.0,9.0,0,N,0,11.0,0.0,0.0,0.0,28.0
2008,1,3,4,1928.0,1835,22.0,2345,WN,2208,N632SW,174.0,190.0,159.0,37.0,53.0,LAX,MCI,1363,6.0,9.0,0,N,0,17.0,0.0,0.0,0.0,20.0
2008,1,3,4,1713.0,1625,2242.0,2215,WN,108,N550WN,209.0,230.0,192.0,27.0,48.0,LAX,MDW,1750,7.0,10.0,0,N,0,5.0,0.0,0.0,0.0,22.0
2008,1,3,4,1453.0,1445,2130.0,2040,WN,771,N486WN,277.0,235.0,202.0,50.0,8.0,LAX,MDW,1750,64.0,11.0,0,N,0,0.0,0.0,42.0,0.0,8.0
2008,1,3,4,1030.0,1000,1142.0,1115,WN,184,N473WN,72.0,75.0,62.0,27.0,30.0,LAX,OAK,337,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,27.0
2008,1,3,4,2004.0,1900,2127.0,2015,WN,303,N683SW,83.0,75.0,66.0,72.0,64.0,LAX,OAK,337,4.0,13.0,0,N,0,0.0,0.0,13.0,0.0,59.0
2008,1,3,4,923.0,900,1114.0,1015,WN,418,N631SW,111.0,75.0,63.0,59.0,23.0,LAX,OAK,337,4.0,44.0,0,N,0,0.0,0.0,36.0,0.0,23.0
2008,1,3,4,1419.0,1400,1534.0,1515,WN,420,N268WN,75.0,75.0,65.0,19.0,19.0,LAX,OAK,337,4.0,6.0,0,N,0,12.0,0.0,0.0,0.0,7.0
2008,1,3,4,1522.0,1500,1638.0,1615,WN,430,N752SW,76.0,75.0,65.0,23.0,22.0,LAX,OAK,337,5.0,6.0,0,N,0,7.0,0.0,1.0,0.0,15.0
2008,1,3,4,1803.0,1730,1933.0,1845,WN,440,N720WN,90.0,75.0,67.0,48.0,33.0,LAX,OAK,337,5.0,18.0,0,N,0,6.0,0.0,15.0,0.0,27.0
2008,1,3,4,2146.0,2100,2304.0,2215,WN,724,N342SW,78.0,75.0,65.0,49.0,46.0,LAX,OAK,337,4.0,9.0,0,N,0,0.0,0.0,3.0,0.0,46.0
2008,1,3,4,2001.0,1930,2118.0,2045,WN,810,N648SW,77.0,75.0,64.0,33.0,31.0,LAX,OAK,337,4.0,9.0,0,N,0,0.0,0.0,2.0,0.0,31.0
2008,1,3,4,1827.0,1800,1945.0,1915,WN,829,N476WN,78.0,75.0,63.0,30.0,27.0,LAX,OAK,337,4.0,11.0,0,N,0,0.0,0.0,3.0,0.0,27.0
2008,1,3,4,1904.0,1830,2019.0,1945,WN,1026,N224WN,75.0,75.0,64.0,34.0,34.0,LAX,OAK,337,6.0,5.0,0,N,0,0.0,0.0,0.0,0.0,34.0
2008,1,3,4,1450.0,1430,1607.0,1545,WN,1032,N489WN,77.0,75.0,64.0,22.0,20.0,LAX,OAK,337,5.0,8.0,0,N,0,0.0,0.0,2.0,0.0,20.0
2008,1,3,4,1722.0,1700,1836.0,1815,WN,1061,N422WN,74.0,75.0,63.0,21.0,22.0,LAX,OAK,337,4.0,7.0,0,N,0,4.0,0.0,0.0,0.0,17.0
2008,1,3,4,1820.0,1630,1943.0,1745,WN,1135,N304SW,83.0,75.0,71.0,118.0,110.0,LAX,OAK,337,4.0,8.0,0,N,0,0.0,0.0,8.0,3.0,107.0
2008,1,3,4,1623.0,1600,1753.0,1715,WN,1168,N361SW,90.0,75.0,70.0,38.0,23.0,LAX,OAK,337,13.0,7.0,0,N,0,0.0,0.0,15.0,0.0,23.0
2008,1,3,4,2008.0,2000,2136.0,2115,WN,1414,N402WN,88.0,75.0,67.0,21.0,8.0,LAX,OAK,337,5.0,16.0,0,N,0,5.0,0.0,13.0,0.0,3.0
2008,1,3,4,1811.0,1725,2016.0,1940,WN,109,N269WN,65.0,75.0,52.0,36.0,46.0,LAX,PHX,370,6.0,7.0,0,N,0,5.0,0.0,0.0,0.0,31.0
2008,1,3,4,2020.0,1905,2225.0,2115,WN,386,N718SW,65.0,70.0,56.0,70.0,75.0,LAX,PHX,370,4.0,5.0,0,N,0,0.0,0.0,0.0,0.0,70.0
2008,1,3,4,2116.0,2040,2318.0,2250,WN,520,N283WN,62.0,70.0,53.0,28.0,36.0,LAX,PHX,370,3.0,6.0,0,N,0,5.0,0.0,0.0,0.0,23.0
2008,1,3,4,1556.0,1440,1804.0,1655,WN,746,N637SW,68.0,75.0,52.0,69.0,76.0,LAX,PHX,370,4.0,12.0,0,N,0,69.0,0.0,0.0,0.0,0.0
2008,1,3,4,1040.0,1005,1241.0,1220,WN,1058,N202WN,61.0,75.0,50.0,21.0,35.0,LAX,PHX,370,4.0,7.0,0,N,0,15.0,0.0,0.0,0.0,6.0
2008,1,3,4,1419.0,1335,1624.0,1550,WN,2015,N792SW,65.0,75.0,53.0,34.0,44.0,LAX,PHX,370,3.0,9.0,0,N,0,11.0,0.0,0.0,0.0,23.0
2008,1,3,4,2321.0,1955,38.0,2115,WN,593,N901WN,77.0,80.0,65.0,203.0,206.0,LAX,SFO,337,6.0,6.0,0,N,0,0.0,0.0,203.0,0.0,0.0
2008,1,3,4,2008.0,1805,2139.0,1930,WN,646,N738CB,91.0,85.0,70.0,129.0,123.0,LAX,SFO,337,5.0,16.0,0,N,0,0.0,24.0,6.0,0.0,99.0
2008,1,3,4,1625.0,1430,1748.0,1550,WN,656,N738CB,83.0,80.0,67.0,118.0,115.0,LAX,SFO,337,3.0,13.0,0,N,0,0.0,0.0,5.0,0.0,113.0
2008,1,3,4,1305.0,1050,1421.0,1210,WN,680,N738CB,76.0,80.0,63.0,131.0,135.0,LAX,SFO,337,5.0,8.0,0,N,0,0.0,0.0,131.0,0.0,0.0
2008,1,3,4,1558.0,1245,1709.0,1405,WN,776,N901WN,71.0,80.0,60.0,184.0,193.0,LAX,SFO,337,7.0,4.0,0,N,0,184.0,0.0,0.0,0.0,0.0
2008,1,3,4,1600.0,1455,1714.0,1600,WN,173,N331SW,74.0,65.0,54.0,74.0,65.0,LAX,SJC,308,5.0,15.0,0,N,0,14.0,0.0,9.0,0.0,51.0
2008,1,3,4,1556.0,1525,1705.0,1630,WN,232,N740SW,69.0,65.0,53.0,35.0,31.0,LAX,SJC,308,3.0,13.0,0,N,0,0.0,0.0,18.0,0.0,17.0
2008,1,3,4,2056.0,2000,2203.0,2105,WN,343,N687SW,67.0,65.0,56.0,58.0,56.0,LAX,SJC,308,5.0,6.0,0,N,0,21.0,0.0,2.0,0.0,35.0
2008,1,3,4,1159.0,1130,1259.0,1235,WN,769,N608SW,60.0,65.0,48.0,24.0,29.0,LAX,SJC,308,5.0,7.0,0,N,0,0.0,0.0,9.0,0.0,15.0
2008,1,3,4,2140.0,2035,2249.0,2140,WN,1113,N731SA,69.0,65.0,54.0,69.0,65.0,LAX,SJC,308,6.0,9.0,0,N,0,0.0,12.0,4.0,0.0,53.0
2008,1,3,4,1455.0,1425,1557.0,1530,WN,1609,N676SW,62.0,65.0,49.0,27.0,30.0,LAX,SJC,308,5.0,8.0,0,N,0,23.0,0.0,0.0,0.0,4.0
2008,1,3,4,1925.0,1825,2024.0,1930,WN,2359,N385SW,59.0,65.0,49.0,54.0,60.0,LAX,SJC,308,3.0,7.0,0,N,0,0.0,0.0,6.0,0.0,48.0
2008,1,3,4,1311.0,1240,1414.0,1350,WN,2820,N647SW,63.0,70.0,53.0,24.0,31.0,LAX,SJC,308,4.0,6.0,0,N,0,7.0,0.0,0.0,0.0,17.0
2008,1,3,4,1014.0,1000,1120.0,1105,WN,2969,N642WN,66.0,65.0,51.0,15.0,14.0,LAX,SJC,308,4.0,11.0,0,N,0,5.0,0.0,1.0,0.0,9.0
2008,1,3,4,1114.0,1045,1347.0,1330,WN,963,N311SW,93.0,105.0,80.0,17.0,29.0,LAX,SLC,590,3.0,10.0,0,N,0,4.0,0.0,0.0,0.0,13.0
2008,1,3,4,2117.0,2010,2355.0,2255,WN,1485,N605SW,98.0,105.0,84.0,60.0,67.0,LAX,SLC,590,4.0,10.0,0,N,0,0.0,0.0,1.0,0.0,59.0
2008,1,3,4,1742.0,1650,2021.0,1935,WN,2899,N671SW,99.0,105.0,82.0,46.0,52.0,LAX,SLC,590,4.0,13.0,0,N,0,8.0,0.0,0.0,0.0,38.0
2008,1,3,4,2013.0,1910,2121.0,2025,WN,1015,N384SW,68.0,75.0,58.0,56.0,63.0,LAX,SMF,373,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,56.0
2008,1,3,4,949.0,900,1103.0,1020,WN,1486,N613SW,74.0,80.0,61.0,43.0,49.0,LAX,SMF,373,5.0,8.0,0,N,0,40.0,0.0,0.0,0.0,3.0
2008,1,3,4,2215.0,2125,2321.0,2245,WN,2437,N225WN,66.0,80.0,58.0,36.0,50.0,LAX,SMF,373,3.0,5.0,0,N,0,1.0,0.0,0.0,0.0,35.0
2008,1,3,4,1441.0,1350,1549.0,1510,WN,2985,N727SW,68.0,80.0,56.0,39.0,51.0,LAX,SMF,373,4.0,8.0,0,N,0,8.0,0.0,0.0,0.0,31.0
2008,1,3,4,1743.0,1715,1853.0,1830,WN,3155,N449WN,70.0,75.0,59.0,23.0,28.0,LAX,SMF,373,4.0,7.0,0,N,0,8.0,0.0,0.0,0.0,15.0
2008,1,3,4,2005.0,1850,2219.0,2105,WN,1044,N306SW,74.0,75.0,61.0,74.0,75.0,LAX,TUS,451,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,74.0
2008,1,3,4,2110.0,2040,2326.0,2300,WN,3939,N654SW,76.0,80.0,61.0,26.0,30.0,LAX,TUS,451,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,26.0
2008,1,3,4,1825.0,1745,1921.0,1850,WN,555,N506SW,56.0,65.0,47.0,31.0,40.0,LBB,AUS,341,4.0,5.0,0,N,0,4.0,0.0,0.0,0.0,27.0
2008,1,3,4,1402.0,1340,1501.0,1440,WN,35,N520SW,59.0,60.0,50.0,21.0,22.0,LBB,DAL,293,2.0,7.0,0,N,0,3.0,0.0,0.0,0.0,18.0
2008,1,3,4,1606.0,1525,1705.0,1625,WN,2382,N404WN,59.0,60.0,50.0,40.0,41.0,LBB,DAL,293,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,40.0
2008,1,3,4,1654.0,1550,2006.0,1900,WN,438,N309SW,132.0,130.0,121.0,66.0,64.0,LIT,BWI,912,3.0,8.0,0,N,0,6.0,0.0,2.0,0.0,58.0
2008,1,3,4,1752.0,1705,1854.0,1810,WN,49,N502SW,62.0,65.0,49.0,44.0,47.0,LIT,DAL,296,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,44.0
2008,1,3,4,2029.0,1950,2127.0,2055,WN,2263,N514SW,58.0,65.0,49.0,32.0,39.0,LIT,DAL,296,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,32.0
2008,1,3,4,1051.0,1035,1246.0,1215,WN,8,N339SW,115.0,100.0,82.0,31.0,16.0,LIT,MDW,544,25.0,8.0,0,N,0,16.0,0.0,15.0,0.0,0.0
2008,1,3,4,1846.0,1815,1951.0,1920,WN,3168,N513SW,65.0,65.0,53.0,31.0,31.0,LIT,STL,296,4.0,8.0,0,N,0,4.0,0.0,0.0,0.0,27.0
2008,1,3,4,1615.0,1130,1623.0,1135,WN,10,N617SW,68.0,65.0,56.0,288.0,285.0,MAF,ABQ,332,4.0,8.0,0,N,0,285.0,0.0,3.0,0.0,0.0
2008,1,3,4,1852.0,1830,1942.0,1925,WN,2374,N379SW,50.0,55.0,40.0,17.0,22.0,MAF,AUS,294,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,17.0
2008,1,3,4,1602.0,1535,1701.0,1635,WN,43,N503SW,59.0,60.0,46.0,26.0,27.0,MAF,DAL,319,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,26.0
2008,1,3,4,1836.0,1805,1930.0,1905,WN,53,N527SW,54.0,60.0,46.0,25.0,31.0,MAF,DAL,319,3.0,5.0,0,N,0,0.0,0.0,0.0,0.0,25.0
2008,1,3,4,944.0,915,1046.0,1015,WN,914,N692SW,62.0,60.0,53.0,31.0,29.0,MAF,DAL,319,2.0,7.0,0,N,0,0.0,0.0,2.0,0.0,29.0
2008,1,3,4,1625.0,1450,1731.0,1605,WN,3828,N333SW,66.0,75.0,57.0,86.0,95.0,MAF,HOU,441,2.0,7.0,0,N,0,85.0,0.0,0.0,0.0,1.0
2008,1,3,4,1159.0,1150,1325.0,1310,WN,290,N224WN,86.0,80.0,69.0,15.0,9.0,MCI,BNA,491,5.0,12.0,0,N,0,6.0,0.0,6.0,0.0,3.0
2008,1,3,4,2130.0,2115,2300.0,2235,WN,1568,N227WN,90.0,80.0,65.0,25.0,15.0,MCI,BNA,491,11.0,14.0,0,N,0,0.0,0.0,10.0,0.0,15.0
2008,1,3,4,1404.0,1350,1726.0,1710,WN,3320,N354SW,142.0,140.0,125.0,16.0,14.0,MCI,BWI,967,9.0,8.0,0,N,0,10.0,0.0,2.0,0.0,4.0
2008,1,3,4,1958.0,1930,2310.0,2250,WN,3829,N465WN,132.0,140.0,118.0,20.0,28.0,MCI,BWI,967,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,20.0
2008,1,3,4,937.0,910,1102.0,1040,WN,19,N511SW,85.0,90.0,71.0,22.0,27.0,MCI,DAL,461,4.0,10.0,0,N,0,2.0,0.0,0.0,0.0,20.0
2008,1,3,4,2009.0,1910,2132.0,2040,WN,59,N628SW,83.0,90.0,70.0,52.0,59.0,MCI,DAL,461,2.0,11.0,0,N,0,0.0,0.0,0.0,0.0,52.0
2008,1,3,4,1917.0,1855,1959.0,1940,WN,977,N376SW,102.0,105.0,88.0,19.0,22.0,MCI,DEN,533,6.0,8.0,0,N,0,3.0,0.0,0.0,0.0,16.0
2008,1,3,4,1502.0,1440,1540.0,1525,WN,1151,N386SW,98.0,105.0,83.0,15.0,22.0,MCI,DEN,533,5.0,10.0,0,N,0,12.0,0.0,0.0,0.0,3.0
2008,1,3,4,1038.0,1010,1259.0,1230,WN,4,N674AA,81.0,80.0,63.0,29.0,28.0,MCI,IND,451,8.0,10.0,0,N,0,3.0,0.0,1.0,0.0,25.0
2008,1,3,4,1920.0,1850,2140.0,2110,WN,321,N742SW,80.0,80.0,61.0,30.0,30.0,MCI,IND,451,9.0,10.0,0,N,0,30.0,0.0,0.0,0.0,0.0
2008,1,3,4,1801.0,1725,1900.0,1835,WN,962,N302SW,179.0,190.0,164.0,25.0,36.0,MCI,LAS,1140,6.0,9.0,0,N,0,10.0,0.0,0.0,0.0,15.0
2008,1,3,4,1751.0,1720,1938.0,1905,WN,810,N648SW,227.0,225.0,200.0,33.0,31.0,MCI,LAX,1363,18.0,9.0,0,N,0,31.0,0.0,2.0,0.0,0.0
2008,1,3,4,1518.0,1455,1658.0,1640,WN,3155,N449WN,220.0,225.0,203.0,18.0,23.0,MCI,LAX,1363,6.0,11.0,0,N,0,9.0,0.0,0.0,0.0,9.0
2008,1,3,4,1922.0,1850,2253.0,2225,WN,730,N756SA,151.0,155.0,135.0,28.0,32.0,MCI,MCO,1072,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,28.0
2008,1,3,4,2229.0,2100,2343.0,2215,WN,48,N661SW,74.0,75.0,60.0,88.0,89.0,MCI,MDW,405,5.0,9.0,0,N,0,1.0,0.0,0.0,0.0,87.0
2008,1,3,4,1028.0,1010,1154.0,1130,WN,308,N502SW,86.0,80.0,66.0,24.0,18.0,MCI,MDW,405,8.0,12.0,0,N,0,16.0,0.0,6.0,0.0,2.0
2008,1,3,4,2014.0,1935,2143.0,2055,WN,3915,N528SW,89.0,80.0,60.0,48.0,39.0,MCI,MDW,405,20.0,9.0,0,N,0,0.0,0.0,9.0,0.0,39.0
2008,1,3,4,1804.0,1700,1918.0,1810,WN,1257,N507SW,74.0,70.0,47.0,68.0,64.0,MCI,OKC,313,19.0,8.0,0,N,0,0.0,0.0,4.0,0.0,64.0
2008,1,3,4,1309.0,1230,1455.0,1425,WN,914,N692SW,226.0,235.0,214.0,30.0,39.0,MCI,PDX,1481,4.0,8.0,0,N,0,5.0,0.0,0.0,0.0,25.0
2008,1,3,4,2128.0,2025,2328.0,2220,WN,1579,N775SW,180.0,175.0,162.0,68.0,63.0,MCI,PHX,1044,5.0,13.0,0,N,0,4.0,0.0,5.0,0.0,59.0
2008,1,3,4,1108.0,1045,1255.0,1240,WN,3943,N310SW,167.0,175.0,154.0,15.0,23.0,MCI,PHX,1044,5.0,8.0,0,N,0,11.0,0.0,0.0,0.0,4.0
2008,1,3,4,1518.0,1430,1704.0,1640,WN,1308,N391SW,226.0,250.0,214.0,24.0,48.0,MCI,SEA,1489,3.0,9.0,0,N,0,4.0,0.0,0.0,0.0,20.0
2008,1,3,4,1537.0,1450,1628.0,1545,WN,283,N213WN,51.0,55.0,37.0,43.0,47.0,MCI,STL,237,4.0,10.0,0,N,0,0.0,0.0,0.0,0.0,43.0
2008,1,3,4,1929.0,1835,2018.0,1930,WN,2039,N386SW,49.0,55.0,36.0,48.0,54.0,MCI,STL,237,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,48.0
2008,1,3,4,1605.0,1440,1701.0,1535,WN,132,N704SW,56.0,55.0,37.0,86.0,85.0,MCI,TUL,223,4.0,15.0,0,N,0,0.0,0.0,1.0,0.0,85.0
2008,1,3,4,1102.0,1030,1152.0,1125,WN,407,N636WN,50.0,55.0,37.0,27.0,32.0,MCI,TUL,223,3.0,10.0,0,N,0,7.0,0.0,0.0,0.0,20.0
2008,1,3,4,1901.0,1810,1949.0,1905,WN,2900,N504SW,48.0,55.0,36.0,44.0,51.0,MCI,TUL,223,3.0,9.0,0,N,0,3.0,0.0,0.0,0.0,41.0
2008,1,3,4,1331.0,1245,1528.0,1455,WN,2284,N409WN,237.0,250.0,221.0,33.0,46.0,MCO,ABQ,1552,5.0,11.0,0,N,0,4.0,0.0,0.0,0.0,29.0
2008,1,3,4,1317.0,1300,1607.0,1540,WN,3075,N208WN,170.0,160.0,149.0,27.0,17.0,MCO,ALB,1073,11.0,10.0,0,N,0,10.0,0.0,10.0,0.0,7.0
2008,1,3,4,1057.0,1030,1347.0,1305,WN,1656,N390SW,170.0,155.0,155.0,42.0,27.0,MCO,BDL,1050,4.0,11.0,0,N,0,15.0,0.0,15.0,0.0,12.0
2008,1,3,4,1321.0,1255,1354.0,1330,WN,2715,N204WN,93.0,95.0,78.0,24.0,26.0,MCO,BHM,478,3.0,12.0,0,N,0,6.0,0.0,0.0,0.0,18.0
2008,1,3,4,1740.0,1715,1835.0,1815,WN,3238,N365SW,115.0,120.0,97.0,20.0,25.0,MCO,BNA,616,5.0,13.0,0,N,0,11.0,0.0,0.0,0.0,9.0
2008,1,3,4,730.0,720,940.0,925,WN,889,N235WN,130.0,125.0,117.0,15.0,10.0,MCO,BWI,787,3.0,10.0,0,N,0,0.0,0.0,5.0,10.0,0.0
2008,1,3,4,1914.0,1755,2122.0,2005,WN,1507,N334SW,128.0,130.0,113.0,77.0,79.0,MCO,BWI,787,1.0,14.0,0,N,0,0.0,0.0,0.0,0.0,77.0
2008,1,3,4,1506.0,1500,1730.0,1705,WN,3067,N252WN,144.0,125.0,115.0,25.0,6.0,MCO,BWI,787,21.0,8.0,0,N,0,6.0,0.0,19.0,0.0,0.0
2008,1,3,4,1035.0,1025,1248.0,1230,WN,3220,N667SW,133.0,125.0,118.0,18.0,10.0,MCO,BWI,787,5.0,10.0,0,N,0,0.0,0.0,8.0,10.0,0.0
2008,1,3,4,1124.0,1110,1350.0,1335,WN,2366,N662SW,146.0,145.0,130.0,15.0,14.0,MCO,CLE,895,5.0,11.0,0,N,0,11.0,0.0,1.0,0.0,3.0
2008,1,3,4,1928.0,1910,2143.0,2125,WN,1602,N425LV,135.0,135.0,113.0,18.0,18.0,MCO,CMH,802,5.0,17.0,0,N,0,18.0,0.0,0.0,0.0,0.0
